CL_NM,PARTN_CO,TOUR_PD,ALL_KWRD_CN,ALL_KWRD_CO,ALL_CNTNTS_CN,ALL_CNTNTS_CO,PLAN_YM,TOUR_BEGIN_YM,조사기간
커플,6,3,"커플,식도락 여행,커플,식도락,식도락 여행",5,,0,202305,202306,202306
아이,5,2,"아이,체험,휴식과 치유 여행",3,"나날 게스트하우스,돈사돈,동문재래시장,렛츠런파크,사려니숲길,산지천,삼대국수회관 본점,삼성혈,서귀포천문과학문화관,선물고팡,쉼터마을 유수암리 농어촌체험마을,올래국수,제주김만복(만복이네김밥집),제주목관아,제주애월해물한상,천지연폭포,항파두리항몽유적지",17,202305,202305,202306
아이,3,19,"아이,레저와 체험,바다",3,"감귤박물관,국립제주박물관,낙타트래킹,만장굴,목장카페 드르쿰다,민속자연사박물관,새별프렌즈 (새별헤이요목장),서귀포천문과학문화관,성산일출봉(UNESCO 세계자연유산),성읍녹차마을,아침미소목장,제주고산리유적,제주안전체험관,판포포구,해녀박물관,화조원",16,202305,202307,202306
커플,2,4,"커플,레저와 체험,휴식",3,"달이뜨는식탁,돈내코힐 리조트,마노르블랑,모이소,보롬왓,새연교,서귀포매일올레시장,섭지코지,성읍민속마을,쇠소깍,외도339,월정리해변,제주레일바이크,제주흑돈세상수라간,휴애리 자연생활공원",15,202305,202305,202306
부모,9,3,"부모,휴식과 치유 여행,부모/자매/여행,친정모임",4,,0,202305,202306,202306
부모,9,3,"부모,맛집,식도락 여행,여행,자매",5,,0,202305,202305,202306
커플,2,4,"커플,제주의 문화유산,스냅샷",3,,0,202305,202305,202306
커플,2,4,"커플,제주의 문화유산,스냅샷",3,"김녕해수욕장,마니주팬션,보롬왓,사려니숲길,제주국제공항",5,202305,202305,202306
친구,1,3,"휴식과 치유 여행,친구,수학여행",3,,0,202305,202310,202306
친구,1,3,"휴식과 치유 여행,친구,수학여행",3,,0,202305,202310,202306
친구,1,3,"휴식과 치유 여행,친구,수학여행",3,"사려니숲길,성산일출봉(UNESCO 세계자연유산),우도(해양도립공원)",3,202305,202305,202306
아이,5,4,"휴식과 치유 여행,ㅇ,아이",3,,0,202305,202305,202306
부모,7,4,"부모,휴식과 치유 여행,휴식",3,"곰막식당,비자림,사계해안도로,새섬,쇠소깍,우도(해양도립공원),은희네해장국 본점,정방폭포,중문수두리보말칼국수,천지연폭포,황우지해안",11,202305,202305,202306
아이,5,4,"휴식과 치유 여행,가족,5식구,아이",4,"메이즈랜드,브라운 스위트 제주 호텔 & 리조트,상효원,섭지코지,성산일출봉(UNESCO 세계자연유산),수목원테마파크,아쿠아플라넷 제주,엠버관광호텔,월정리해변,이호테우말등대,제주국제공항,표선해수욕장,휴애리 자연생활공원",13,202305,202305,202306
친구,6,5,"휴식과 치유 여행,힐링,친구",3,"광치기해변,낭뜰에쉼팡,동문재래시장,몽상드애월(몽상),벵디,비자림,산굼부리,산토리니 펜션,성산항,세화해변,우도(해양도립공원),우도피아,월정리해변,제주국제공항,제주허브동산",15,202305,202308,202306
부모,6,5,"가족,바다,부모,레저와 체험",4,"노라바,동문재래시장,만장굴,메이즈랜드,바구스서핑스쿨,산방산,서귀포매일올레시장,섭지코지,성산일출봉 해송,성산일출봉(UNESCO 세계자연유산),성읍민속마을,쇠소깍,애월 한담 카약,어반정글 부얀트무드,용머리해안,제주라프 짚라인,제주애월해물한상,제주어울림감귤체험농장,주상절리대(중문대포해안),천지연폭포,탐라승마장,황우지해안",22,202305,202308,202306
친구,3,3,"친구,천천히 걷기,맛있는,맛있는 음식",4,"김지순의 낭푼밥상,애월한담해안산책로",2,202305,202305,202306
부모,2,4,"부모,식도락 여행,뭐하지",3,"깡촌흑돼지,노형수퍼마켙,델문도,몽상드애월(몽상),스누피가든,옥만이네,우무(umu),원앤온리,윈드1947 카트 테마파크,유탑유블레스호텔,제주국제공항,주상절리대(중문대포해안),천제연폭포,휴애리 자연생활공원",14,202305,202305,202306
커플,2,4,"커플,레저와 체험,가파도",3,"가파도,모슬포항,미영이네,서귀포매일올레시장,성읍민속마을,외돌개,자매국수 본점,제주수울,제주올레 10-1코스,함덕해수욕장",10,202305,202305,202306
친구,5,3,"친구,휴식과 치유 여행,2박3일",3,,0,202305,202305,202306
혼자,1,3,"휴식과 치유 여행,혼자,식폭행",3,"가시아방,고집돌우럭(중문),더클리프,도두해녀의집,새별오름,섭지코지,성산일출봉(UNESCO 세계자연유산),쇠소깍,숙성도,약천사,여미지식물원,오설록티뮤지엄,용머리해안,우진해장국,제주국제공항",15,202305,202310,202306
혼자,1,5,"비대면 안심여행,ㅇㅇ,ㅇㅇ,혼자",4,"삼성혈해물탕,수복강녕,아랑",3,202305,202305,202306
부모,4,5,"부모,식도락 여행,가족여행,효도관광,먹방투어",5,,0,202305,202305,202306
부모,4,5,"부모,가족여행,효도관광,먹방투어,휴식과 치유 여행",5,,0,202305,202305,202306
친구,4,4,"친구,휴식과 치유 여행,버스",3,"그림리조트,바다풍경횟집,스시우다,제주국제공항,제주김만복(만복이네김밥집),제주애월해물한상",6,202305,202305,202306
부모,10,3,"부모,식도락 여행,아이",3,,0,202305,202308,202306
커플,2,4,"커플,휴식과 치유 여행,체험,치유,휴식",5,,0,202305,202305,202306
부모,3,5,"부모,휴식과 치유 여행,맛집탐방,마음안정,추억쌓기",5,"남양수산,만장굴,명진전복,비자림,산지등대,삼성혈,섬소나이,성산포항,쇠소깍,안돌오름,우도(해양도립공원),월정리해변,이조은식당,정방폭포,조천함덕해안도로,해녀김밥 본점,환상숲 곶자왈공원,환상숲곶자왈 담앙족욕,황우지해안,황우지해안 열두굴,휴애리 자연생활공원",21,202305,202305,202306
부모,6,3,"부모,휴식과 치유 여행,나만의",3,"가파도,김녕해수욕장,사려니숲길,서귀포매일올레시장,서귀포치유의숲,섭지코지,성산일출봉(UNESCO 세계자연유산),송악산둘레길,쇠소깍,안돌오름,애월더선셋,애월한담해안산책로,오설록티뮤지엄,정방폭포,제주허브동산,천제연폭포,함덕해수욕장,휴애리 자연생활공원",18,202305,202305,202306
부모,5,4,"부모,제주의 문화유산,문화유산,식도락여행,관광지",5,,0,202305,202306,202306
부모,5,4,"부모,휴식과 치유 여행,식도락,문화유산,관광지",5,,0,202305,202306,202306
친구,2,2,"친구,천천히 걷기,워크샵",3,,0,202305,202305,202306
친구,2,2,"친구,천천히 걷기,워크샵",3,"닭머르해안길,동문시장(주),제주용암수 홍보관,휴애리 자연생활공원",4,202305,202305,202306
커플,2,3,"커플,천천히 걷기,휴식",3,"만장굴,산굼부리,우도(해양도립공원),제주국제공항",4,202305,202305,202306
커플,2,3,"커플,천천히 걷기,휴식",3,,0,202305,202305,202306
친구,10,3,"휴식과 치유 여행,친구,휴식,여행",4,"섭지코지,성산일출봉(UNESCO 세계자연유산),천지연폭포,카멜리아힐",4,202305,202305,202306
친구,3,4,"친구,휴식과 치유 여행,휴식,힐링,제주",5,"사려니숲길,섭지코지,성산일출봉(UNESCO 세계자연유산),우도(해양도립공원),월정리해변,카멜리아힐,한라산국립공원,협재해수욕장",8,202305,202305,202306
부모,6,3,"휴식과 치유 여행,부모,힐링",3,,0,202305,202305,202306
부모,6,3,"부모,휴식과 치유 여행,힐링",3,"교래손칼국수,김경숙해바라기농장,녹산로유채꽃길,돔베돈,동문시장(주),라마다프라자 제주호텔,모이세해장국 노형점,방주교회,비자림,산방산,산호반점,새섬,섭지코지,성산일출봉(UNESCO 세계자연유산),성산항,성읍민속마을,송악산둘레길,쇠소깍,아르떼뮤지엄,에코랜드 테마파크,우도(해양도립공원),월정리해변,제주국제공항,제주라프 짚라인,제주레포츠랜드,천지연폭포,하멜기념비,함덕해수욕장,휴애리 자연생활공원",29,202305,202305,202306
친구,7,3,"친구,미술관/박물관,테마공원,휴식과 치유 여행",4,,0,202305,202305,202306
친구,7,3,"친구,휴식과 치유 여행,곶자왈,휴양림",4,,0,202305,202305,202306
커플,2,4,"커플,레저와 체험,휴식",3,,0,202305,202305,202306
친구,2,4,"친구,천천히 걷기,휴식/힐링/건강",3,"라마다프라자 제주호텔,메이즈랜드,비양도,스누피가든,아라리오뮤지엄동문모텔1,아라리오뮤지엄동문모텔2,애월 한담 카약,애월한담해안산책로,용두암,제주4.3평화공원,제주국제공항,제주올레 15-A코스,협재해수욕장",13,202305,202305,202306
아이,1,4,"아이,제주의 문화유산,#수학여행#2학년들#3박4일#,#제주문화#애들_담임쌤_모든쌤들_재밌게_놀다오기,#봄_여름#날씨가_맑았으면_좋겠다#다들_홧팅!",5,"동문시장(주),라마다프라자 제주호텔,르 쉬느아 (Le Chinois),만장굴,메이즈랜드,섭지코지 해녀밥상,성산일출봉(UNESCO 세계자연유산),송악산둘레길,스누피가든,스카이 온 파이브 다이닝 ,아르떼뮤지엄,에코랜드 테마파크,용눈이오름,우도(해양도립공원),제주4.3평화공원,제주국제공항,제주김만복(만복이네김밥집),제주레일바이크,제주애월해물한상",19,202305,202305,202306
아이,4,3,"아이,레저와 체험,딸둘가족",3,"소노벨제주,제주국제공항,제주불빛정원 테마파크",3,202305,202305,202306
아이,4,3,"아이,레저와 체험,바다,박물관",4,,0,202305,202305,202306
부모,1,4,"부모,제주의 문화유산,여행",3,,0,202305,202305,202306
부모,7,4,"부모,휴식과 치유 여행,ㅇㅇ",3,"그랜드 조선 제주,낙타트래킹,노형수퍼마켙,동진식당 공항점,루나폴,비자림,에코랜드 테마파크,용두암,용연,우도잠수함(제주씨월드),정방폭포,제주국제공항,제주돌문화공원,제주민속촌,주상절리대(중문대포해안),천지연폭포,함덕해수욕장",17,202305,202402,202306
커플,2,3,"커플,휴식과 치유 여행,여행",3,,0,202305,202306,202306
커플,2,4,"커플,휴식과 치유 여행,천천히걷기",3,"군산(군산오름,코메오름),금능해수욕장,금악오름(왕매),납읍난대림 금산공원,마노르블랑,메이즈랜드,백약이오름,보롬왓,서귀다원,서귀포치유의숲,세화해변,송악산둘레길,신도포구,안돌오름,애월한담해안산책로,오조포구,용머리해안,제주곶자왈도립공원,제주국제공항,종달리수국길,중문관광단지,카페 글렌코,카페루시아,카페선흘,한라산영실코스,한라수목원,협재해수욕장,혼인지,휴애리 자연생활공원",30,202305,202305,202306
부모,2,3,"부모,휴식과 치유 여행,서귀포,자연",4,"구엄리돌염전,사계 용머리해안 (해산물),산방산 용머리해안 지질트레일,새연교,쇠소깍,수우동,쉬리의언덕,신창풍차해안도로,애월한담해안산책로,오설록티뮤지엄,올레스테이,외돌개,용머리해안,이조은식당,정방폭포,제주미향,주상절리대(중문대포해안),천제연폭포 & 제주4.3중문면희생자위령비,천지연폭포,풍경호텔(풍경관광호텔),협재해수욕장,황우지해안",22,202305,202305,202306
아이,4,3,"아이,가족,제주도,체험,레저와 체험",5,,0,202305,202305,202306
아이,6,3,"휴식과 치유 여행,아이,부모님",3,,0,202305,202305,202306
아이,4,4,"휴식과 치유 여행,아이,제주도",3,,0,202305,202305,202306
부모,6,3,"부모,제주의 문화유산,#아기랑",3,,0,202305,202305,202306
부모,6,4,"식도락 여행,가족여행,효도관광,먹방투어,부모",5,"마농오메기통닭마농문어통닭,비자림,사려니숲길,삼성혈해물탕,선녀와나무꾼,성산항,쇠소깍,에코랜드 테마파크,우도면파전리,정방폭포,제주올레 1-1코스,천제연폭포,카멜리아힐,휘닉스 제주 섭지코지",14,202305,202305,202306
커플,2,3,"커플,식도락 여행,식도락여행",3,"1100고지(휴게소),9.81 파크,더파크뷰(신라호텔),롯데호텔 제주,마노르블랑,먹쿠슬낭여행자카페,무비랜드왁스뮤지엄,서귀포농협하나로마트,서귀포매일올레시장,성김대건신부표착기념관,성이시돌목장,아르떼뮤지엄,오설록티뮤지엄,제주국제공항,중문색달해수욕장,천주교길 정난주길(고통의길),크라운돼지,휴일로",18,202305,202305,202306
친구,4,8,"Friends,Leisure / Experience Program,Gourmet,Walk",4,,0,202305,202310,202306
친구,1,31,"휴식과 치유 여행,친구,숲길",3,"고살리숲길,마흐니 숲길,사려니숲길,산양큰엉곶,삼다수숲길 지질트레일,샤이니숲길,성산일출봉(UNESCO 세계자연유산),우도(해양도립공원),장생의 숲길,청수곶자왈,카멜리아힐,파파빌레,화순곶자왈생태탐방숲길,환상숲곶자왈 담앙족욕",14,202305,202305,202306
부모,3,4,"부모,휴식과 치유 여행,1",3,,0,202305,202310,202306
아이,4,3,"아이,휴식과 치유 여행,해변,스노쿨링,맛집",5,,0,202305,202307,202306
부모,8,4,"휴식/힐링/건강,부모,레저와 체험",3,"도두봉,비양도,아라리오뮤지엄동문모텔1,아라리오뮤지엄동문모텔2,애월 한담 카약,애월한담해안산책로,야몬딱털장,용두암,이호테우해수욕장_old,제주국제공항,제주올레 15-A코스,협재해수욕장",12,202305,202306,202306
부모,7,3,"부모,휴식과 치유 여행,제주도",3,,0,202305,202307,202306
커플,2,5,"커플,휴식과 치유 여행,걷기",3,,0,202305,202305,202306
아이,1,4,"아이,휴식과 치유 여행,ddd,dd",4,,0,202305,202305,202306
부모,6,4,"부모,휴식과 치유 여행,천천히 걷기",3,"마노르블랑,물영아리오름,법환포구,보롬왓,보목포구,비자림,뽀로로&타요 테마파크 제주,성산-고성오일시장,소노벨제주,소노캄제주,신비의도로,엉또폭포,용두암,우도(해양도립공원),월정 투명카약,제주국제공항,제주레일바이크,제주항공우주박물관,제주허브동산,종달리수국길,한라생태숲,한림공원",22,202305,202305,202306
커플,2,8,"휴식과 치유 여행,커플,음식,휴식,관광",5,,0,202305,202306,202306
부모,3,3,"부모,휴식과 치유 여행,첫여행",3,"성산일출봉(UNESCO 세계자연유산),제주국제공항",2,202305,202305,202306
친구,6,4,"친구,레저와 체험,제주문화유산,천천이걷기",4,"산굼부리,산방굴사,성산포항,성읍민속마을,애월해안도로,용두암,용두암해안도로카페거리,용머리해안,우도(해양도립공원),정방폭포,제주돌문화공원,주상절리대(중문대포해안),통나무파크,한라산영실코스,한림공원,협재해수욕장,형제섬,환상숲 곶자왈공원",18,202305,202305,202306
친구,2,4,"친구,휴식/힐링/건강,제주의 문화유산",3,"도두봉,비양도,아라리오뮤지엄동문모텔1,아라리오뮤지엄동문모텔2,애월 한담 카약,애월한담해안산책로,야몬딱털장,용두암,이호테우해수욕장_old,제주국제공항,제주올레 15-A코스,협재해수욕장",12,202305,202305,202306
아이,4,4,"아이,휴식과 치유 여행,휴식",3,,0,202305,202307,202306
아이,4,3,"아이,휴식과 치유 여행,가족여행",3,,0,202305,202306,202306
부모,5,3,"부모,휴식과 치유 여행,제주동부여행,구좌읍여행,마을여행",5,"메이즈랜드,서프라이즈테마파크,선녀와나무꾼,우도(해양도립공원),우진해장국,풍림다방 송당점,한화리조트 제주",7,202305,202306,202306
아이,8,3,"가성비여행,무료여행지,배낭여행,아이,휴식과 치유 여행",5,,0,202305,202306,202306
아이,8,3,"아이,휴식과 치유 여행,부모",3,,0,202305,202306,202306
부모,2,4,"부모,휴식과 치유 여행,추억여행",3,"서귀포매일올레시장,섭지코지,성산항,쇠소깍,약천사,여미지식물원,우도잠수함(제주씨월드),일출랜드,정방폭포,제주국제공항(정뜨르비행장),주상절리대(중문대포해안),천제연폭포,휴애리 자연생활공원",13,202305,202305,202306
아이,3,2,"아이,휴식과 치유 여행,제주,여행",4,,0,202305,202306,202306
아이,4,5,"아이,체험관광,문화유적지,테마공원,레저와 체험",5,,0,202305,202306,202306
부모,5,3,"부모,레저와 체험,체험,힐링",4,,0,202305,202305,202306
부모,5,3,"식도락 여행,1,2,2,부모",5,,0,202305,202305,202306
아이,4,8,"아이,휴식과 치유 여행,단합여행,힐링여행",4,"그랑블루 요트투어,노형수퍼마켙,더마파크,만장굴,비자림,새별오름,성산일출봉(UNESCO 세계자연유산),소인국테마파크,아르떼뮤지엄,아쿠아플라넷 제주,오설록티뮤지엄,제주그림카페,제주유리의성,제주항공우주박물관,천지연폭포,협재해수욕장,휴애리 자연생활공원",17,202305,202305,202306
부모,5,3,"부모,휴식과 치유 여행,ㅂㄹ,ㄴㄴㄴ",4,,0,202305,202305,202306
부모,3,3,"부모,휴식과 치유 여행,딸과,할머니와,삼대모녀여행",5,,0,202305,202307,202306
아이,4,5,"아이,제주의 문화유산,체험관광,문화유적지,테마공원",5,,0,202305,202305,202306
친구,10,5,"친구,외국인관광,휴식과 치유 여행",3,"거문오름(UNESCO 세계자연유산),광치기해변,산방산탄산온천,성산일출봉(UNESCO 세계자연유산),용머리해안,우도(해양도립공원),정방폭포,천지연폭포,카멜리아힐",9,202305,202306,202306
혼자,1,4,"혼자,휴식과 치유 여행,힐링",3,,0,202305,202306,202306
부모,3,3,"부모,휴식과 치유 여행,건강,웰니스",4,"WE호텔 웰니스센터,김영갑갤러리 두모악,서귀포치유의숲,세화해변,애월해안도로,월정리해변,제주애월해물한상,제주커피박물관 바움 Baum,환상숲곶자왈 담앙족욕",9,202305,202306,202306
커플,2,5,"커플,휴식과 치유 여행,커플,휴식,치유",5,,0,202305,202309,202306
부모,4,5,"비대면 안심여행,마을투어,제주도여행,부모",4,"객의하우스,금능해수욕장,낙천아홉굿마을 의자공원,다람쥐 식탁,대평포구,명월성지,박수기정,생원전복,순천미향,와이리조트 제주,우연히 행복해지다,월라봉 진지동굴 (안덕면),카페루나,한치앞도모를바다,협재칼치",15,202305,202306,202306
아이,3,3,"아이,휴식과 치유 여행,레져",3,,0,202305,202305,202306
부모,4,5,"부모,식도락 여행,가족여행,효도관광,먹방투어",5,,0,202305,202305,202306
부모,4,5,"부모,식도락 여행,가족여행,효도관광,먹방투어",5,,0,202305,202305,202306
커플,2,5,"커플,천천히 걷기,마을,체험관광",4,"고내리포구,낙천리아홉굿의자마을,문화예술마을 저지리 농어촌체험마을,산방산 용머리해안 지질트레일,애월한담해안산책로,양가형제,월령선인장군락지,저지오름(닥몰오름,새오름),제주국제공항,제주올레 14코스,제주추사관,청수곶자왈,추사 유배길 - 2코스 인연의 길,풋감마을 소길리 농어촌체험마을",15,202305,202305,202306
아이,4,4,"아이,레저와 체험,가족,여행",4,"김경숙해바라기농장,박물관은 살아있다,성산일출봉(UNESCO 세계자연유산),소노캄제주,소인국테마파크,아쿠아플라넷 제주,올래국수,유진팡 열대과일농장,제주공항 고추잠자리 게스트하우스,제주국제공항(정뜨르비행장),제주김녕미로공원,제주베니스랜드,제주오성,주상절리대(중문대포해안),테디베어뮤지엄제주,헬로키티아일랜드",16,202305,202305,202306
아이,1,4,"아이,천천히 걷기,식도락여행",3,,0,202305,202306,202306
커플,2,3,"커플,둘레길,휴식과 치유 여행,제주제대로알기",4,"델문도,델문도로스터스,사려니숲길,사려니숲길화덕피자,산방산탄산온천,삼다수숲길 지질트레일,송악산둘레길,순천미향,우진해장국,제주곶자왈도립공원",10,202305,202305,202306
친구,10,3,"친구,휴식과 치유 여행,체험과레저,식도락여행",4,,0,202305,202306,202306
커플,2,6,"커플,식도락 여행,휴식,관광,추억",5,,0,202305,202306,202306
아이,6,2,"아이,식도락 여행,휴식,체험",4,,0,202305,202305,202306
혼자,1,4,"휴식과 치유 여행,혼자,먹방",3,,0,202305,202306,202306
친구,5,4,"친구,휴식과 치유 여행,애월,한림",4,,0,202305,202306,202306
친구,10,4,"친구,제주의 문화유산,수학여행",3,"9.81 파크,동문재래시장,비자림,사려니숲길,산굼부리,새별오름,섭지코지,성산일출봉(UNESCO 세계자연유산),스누피가든,오설록티뮤지엄,제주4.3평화공원,제주항공우주박물관,조랑말체험공원,주상절리대(중문대포해안),천지연폭포,한라산영실코스,항파두리항몽유적지",17,202305,202305,202306
부모,4,4,"부모,휴식과 치유 여행,효도여행",3,신라스테이 제주,1,202305,202306,202306
부모,4,4,"부모,휴식과 치유 여행,효도여행",3,,0,202305,202306,202306
부모,4,4,"부모,휴식과 치유 여행,효도",3,"더큐브리조트 제주,신라스테이 제주,제주국제공항",3,202305,202306,202306
친구,2,5,"Friends, ,Friends,Fun,First",5,,0,202305,202306,202306
친구,2,5,"Friends, ,explore,relax",4,,0,202305,202306,202306
커플,2,3,"커플,휴식과 치유 여행,맛집",3,,0,202305,202307,202306
아이,3,5,"아이,제주의 문화유산,즐거움",3,"소정방폭포,쇠소깍,이중섭거리,이중섭미술관,제주국제공항",5,202305,202306,202306
아이,5,4,"아이,레저와 체험,휴식,힐링",4,,0,202305,202306,202306
아이,5,4,"아이,휴식과 치유 여행,아이들,부모님,식도락",5,,0,202305,202306,202306
친구,10,2,"친구,식도락 여행,수국",3,"9.81 파크,동문시장(주),박물관은 살아있다,방주교회,사계해안도로,서귀포매일올레시장,선물고팡,성이시돌목장,쇠소깍,수월봉 지질트레일,아르떼뮤지엄,용머리해안,정방폭포,제주김만복(만복이네김밥집),주상절리대(중문대포해안),카멜리아힐,한담해변,항파두리항몽유적지",18,202305,202306,202306
부모,5,4,"부모,휴식과 치유 여행,효도여행,여름휴가",4,"고집돌우럭(제주공항점),다인오세아노 호텔,본초족욕,비자림,성산포항,아르떼뮤지엄,오션스위츠호텔 제주,용두암,우도(해양도립공원),월령선인장군락지,이호테우말등대,제주국제공항,한림공원",13,202305,202307,202306
아이,3,4,"아이,레저와 체험,이색,미디어,자연",5,"노형수퍼마켙,레이저서바이벌M,메이즈랜드,섭지코지,성산일출봉(UNESCO 세계자연유산),성읍승마장,소노캄제주,제주국제공항,제주민속촌,제주허브동산,표선해수욕장,함덕해수욕장",12,202305,202306,202306
부모,4,6,"부모,레저와 체험,아들둘,8월",4,"9.81 파크,곽지해수욕장,새연교,서귀포농협하나로마트,서프라이즈테마파크,섬소나이,성산포항,송악카트체험장,쇠소깍,쇠소깍해양레저타운,수목원테마공원(야시장길&LED공원),스쿠버스토리,오는정김밥,우도(해양도립공원),우도산호해변 홍조단괴 서빈백사,지미스천연아이스크림,플레이박스VR,한라산영실코스,협재해수욕장",19,202305,202308,202306
아이,3,7,"아이,레저와 체험,체험,힐링",4,"나라돈까스,동문시장(주),아침미소목장,용담/용두암 해안도로,용두암",5,202305,202305,202306
혼자,1,1,"혼자,비대면 안심여행,ㅁㄴㅇㅁㄴㅇ",3,,0,202305,202305,202306
혼자,1,1,"혼자,휴식과 치유 여행,여행,제주",4,,0,202305,202305,202306
부모,3,3,"부모,휴식과 치유 여행,식도락",3,,0,202305,202306,202306
아이,4,5,"맛집,레저와 체험,아이",3,"9.81 파크,고집돌우럭(중문),군산(군산오름,코메오름),노형수퍼마켙,당포로나인돈카츠,도두동 무지개 해안도로,도두봉,돈사촌,돌집식당,명리동식당,목장카페 드르쿰다,산굼부리,산방산,산지물식당(건입동본점),새연교,서귀포매일올레시장,섭지코지,성산일출봉(UNESCO 세계자연유산),소노캄제주,수목원테마공원(야시장길&LED공원),숙성도,신창풍차해안도로,애월해안도로,어영공원,외돌개,용담/용두암 해안도로,용두암,용머리해안,용연,유동커피,이호테우해수욕장,정방폭포,제주국제공항,제주올레 17코스,제주올레 18코스,제주크랩잭,주상절리대(중문대포해안),초콜릿랜드,카멜리아힐,켄싱턴리조트 제주 한림점,한담해변,한라산국립공원,협재해수욕장,황우지해안",45,202306,202306,202306
아이,4,3,"아이,휴식과 치유 여행,가족여행",3,,0,202306,202306,202306
아이,3,5,"아이,휴식과 치유 여행,추억",3,,0,202306,202306,202306
아이,4,5,"아이,식도락 여행,레저",3,,0,202306,202306,202306
부모,4,10,"부모,휴식과 치유 여행,숲,오름,자연",5,,0,202306,202310,202306
부모,2,10,"부모,휴식과 치유 여행,숲,오름,자연",5,,0,202306,202310,202306
커플,2,5,"커플,식도락 여행,좋았어,영차,호",5,,0,202306,202306,202306
아이,4,4,"아이,레저와 체험,관광,휴식",4,"검멀레해변,그랜드 하얏트 제주,김녕해수욕장,섭지코지,성산일출봉(UNESCO 세계자연유산),성산항,아쿠아플라넷 제주,에코랜드 테마파크,우도산호해변 홍조단괴 서빈백사,월정리해변,하고수동해변,함덕해수욕장,훈데르트바서파크",13,202306,202308,202306
친구,3,3,"친구,휴식과 치유 여행,맛집,관광",4,,0,202306,202307,202306
혼자,1,4,"혼자,휴식과 치유 여행,맛집뽀개기",3,,0,202306,202306,202306
부모,2,15,"부모,휴식과 치유 여행,자유",3,"거문오름(UNESCO 세계자연유산),건강과성박물관,곶자왈,교래자연휴양림,군산(군산오름,코메오름),그리스신화박물관 / 트릭아이미술관,금능석물원,금악오름(왕매),다랑쉬오름(월랑봉),돈내코,따라비오름,마라도(마라해양도립공원),머체왓숲길,메이즈랜드,물영아리오름,백약이오름,붉은오름 자연휴양림,비자림,사려니숲길,산굼부리,산방산,새별오름,생각하는정원,샤이니숲길,서귀포자연휴양림,서귀포치유의숲,선운정사,섭지코지,성산일출봉(UNESCO 세계자연유산),소인국테마파크,송악산,수월봉 지질트레일,신창~차귀해안도로,아끈다랑쉬,외돌개,용머리해안,용연,우도(해양도립공원),윈드1947 카트 테마파크,윗세오름(웃세오름),이중섭미술관,정물오름,정방폭포,제주 삼양동 유적,제주돌문화공원,제주올레 7코스,제주올레 8코스,제주유리의성,제주절물자연휴양림,제주조천스위스마을,제주추사관,제주허브동산,초콜릿박물관,카멜리아힐,한라산국립공원,한라산영실코스,한라생태숲,한라수목원,한림공원,한림해안도로,혼인지,환상숲 곶자왈공원,휴애리 자연생활공원",64,202306,202310,202306
친구,4,4,"대중교통,친구,휴식과 치유 여행",3,,0,202306,202306,202306
부모,4,3,"부모,휴식과 치유 여행,숲,식도락",4,제주국제공항,1,202306,202307,202306
아이,4,4,"아이,제주의 문화유산,제주동굴,천연기념물,지질탐험",5,,0,202306,202308,202306
아이,4,3,"아이,식도락,레저와 체험",3,,0,202306,202307,202306
커플,3,4,"레저와 체험,관광,커플",3,"답다니 탑망대 (하트원담),돈내코,동문시장(주),섭지코지,성산일출봉(UNESCO 세계자연유산),쇠소깍,신비의도로,여미지식물원,우도(해양도립공원),우도산호해변 홍조단괴 서빈백사,원앙폭포,정방폭포,제주국제공항,주상절리대(중문대포해안),차귀도,카멜리아힐,표선해수욕장",17,202306,202306,202306
아이,3,4,"아이,휴식과 치유 여행,식도락",3,,0,202306,202306,202306
아이,4,31,"아이,휴식과 치유 여행,아이와,제주한달살기",4,"곽지해수욕장,광치기해변,교래자연휴양림,국립제주박물관,국수마당 본점,꿈바당 어린이도서관,노루생태관찰원,늘봄흑돼지,돈내코,렛츠런파크,미스틱3도,백약이오름,비자림,산굼부리,서귀포자연휴양림,성산-고성오일시장,성산오조리해안,성이시돌목장,아침미소목장,애월한담해안산책로,월정리갈비밥,월정리해변,이호테우해수욕장,제주곶자왈도립공원,제주민속오일시장,제주별빛누리공원,제주절물자연휴양림,제주특별자치도 도립미술관,제주해양동물박물관,한라수목원",30,202306,202307,202306
아이,4,4,"아이,레저와 체험,바다여행",3,,0,202306,202306,202306
부모,2,15,"부모,휴식과 치유 여행,보름살이",3,"거문오름(UNESCO 세계자연유산),고집돌우럭(제주공항점),곶자왈,교래자연휴양림,금능석물원,금악오름(왕매),다랑쉬오름(월랑봉),돈내코,따라비오름,마라도(마라해양도립공원),머체왓숲길,메이즈랜드,물영아리오름,백약이오름,붉은오름 자연휴양림,비자림,사려니숲길,산굼부리,산방산,새별오름,생각하는정원,샤이니숲길,서귀포매일올레시장,선운정사,섭지코지,성산일출봉(UNESCO 세계자연유산),소인국테마파크,송악산,수월봉 지질트레일,아끈다랑쉬,우도(해양도립공원),윗세오름(웃세오름),정물오름,제주절물자연휴양림,제주추사관,제주허브동산,초콜릿박물관,한라생태숲,한라수목원,한림공원,혼인지,환상숲 곶자왈공원,휴애리 자연생활공원",43,202306,202310,202306
아이,4,3,"아이,레저와 체험,휴식,휴양",4,"그리스신화박물관 / 트릭아이미술관,비체올린,새별오름,섭지코지,성산일출봉(UNESCO 세계자연유산),쇠소깍,신비의도로,이호테우말등대,점보빌리지,제주민속촌,제주아트서커스,한라수목원,협재해수욕장",13,202306,202306,202306
